timestamp,bus_id,route_id,seq,lon,lat,accuracy_m,gps_speed_mps,heading_deg,quality_label,true_lon,true_lat,true_distance_along_route_m,true_bearing_deg
2026-06-24T08:00:45+09:00,test_bus_001,school_to_asan_station_test,16,127.07182868,36.79816206,5.0,6.276,171.88,normal,127.07185,36.79815404,279.67,182.02
2026-06-24T08:00:48+09:00,test_bus_001,school_to_asan_station_test,17,127.07177914,36.79796209,5.0,7.542,128.02,normal,127.07184156,36.79798901,298.08,129.51
2026-06-24T08:00:51+09:00,test_bus_001,school_to_asan_station_test,18,127.07203414,36.79797429,5.0,7.599,96.27,normal,127.07202155,36.79792089,316.81,90.26
2026-06-24T08:00:54+09:00,test_bus_001,school_to_asan_station_test,19,127.07222092,36.79792268,5.0,5.875,83.25,normal,127.07222807,36.79792348,335.24,90.26
2026-06-24T08:00:57+09:00,test_bus_001,school_to_asan_station_test,20,127.07243267,36.79791563,5.0,6.305,92.52,normal,127.07243324,36.79792604,353.55,90.26
2026-06-24T08:01:00+09:00,test_bus_001,school_to_asan_station_test,21,127.07260861,36.79794682,5.0,5.359,100.99,normal,127.07264615,36.7979287,372.56,90.26
2026-06-24T08:01:03+09:00,test_bus_001,school_to_asan_station_test,22,127.07284928,36.79794571,5.0,7.159,95.1,normal,127.07285451,36.79793131,391.15,90.26
2026-06-24T08:01:06+09:00,test_bus_001,school_to_asan_station_test,23,127.07304548,36.79794171,5.0,5.839,90.35,normal,127.07306367,36.79793392,409.82,90.26
2026-06-24T08:01:09+09:00,test_bus_001,school_to_asan_station_test,24,127.07327388,36.7979087,5.0,6.903,90.44,normal,127.0732688,36.79793649,428.13,90.26
2026-06-24T08:01:12+09:00,test_bus_001,school_to_asan_station_test,25,127.07349731,36.79799174,5.0,7.322,96.98,normal,127.07347631,36.79793908,446.65,90.26
2026-06-24T08:01:15+09:00,test_bus_001,school_to_asan_station_test,26,127.07378274,36.79791644,5.0,8.936,95.93,normal,127.07368556,36.79794253,465.33,89.82
2026-06-24T08:01:18+09:00,test_bus_001,school_to_asan_station_test,27,127.07389764,36.79802543,5.0,5.285,84.16,normal,127.0738914,36.79794638,483.7,89.82
2026-06-24T08:01:21+09:00,test_bus_001,school_to_asan_station_test,28,127.07406426,36.7979281,5.0,6.126,74.96,normal,127.07410135,36.79795031,502.45,89.82
2026-06-24T08:01:24+09:00,test_bus_001,school_to_asan_station_test,29,127.07428579,36.79792644,5.0,6.591,90.88,normal,127.07430867,36.79795418,520.95,89.82
2026-06-24T08:01:27+09:00,test_bus_001,school_to_asan_station_test,30,127.07453044,36.79802593,5.0,8.155,96.48,normal,127.07451682,36.79795807,539.53,89.82
2026-06-24T08:01:30+09:00,test_bus_001,school_to_asan_station_test,31,127.07469913,36.7979272,5.0,6.206,94.6,normal,127.07472417,36.79796,558.04,91.15
2026-06-24T08:01:33+09:00,test_bus_001,school_to_asan_station_test,32,127.07487733,36.79802505,5.0,6.419,98.86,normal,127.07493815,36.79796,577.14,90.61
2026-06-24T08:01:36+09:00,test_bus_001,school_to_asan_station_test,33,127.07512751,36.79790298,5.0,8.705,98.47,normal,127.07514699,36.79796506,595.79,89.0
2026-06-24T08:01:39+09:00,test_bus_001,school_to_asan_station_test,34,127.07534676,36.79801533,5.0,7.734,78.66,normal,127.07535301,36.7979708,614.18,89.82
2026-06-24T08:01:42+09:00,test_bus_001,school_to_asan_station_test,35,127.07553729,36.79797451,5.0,5.866,90.15,normal,127.07556416,36.79797475,633.03,89.82
2026-06-24T08:01:45+09:00,test_bus_001,school_to_asan_station_test,36,127.07686563,36.79813647,50.13,39.967,15.09,outlier_spike,127.07576981,36.7979786,651.39,89.82
2026-06-24T08:01:48+09:00,test_bus_001,school_to_asan_station_test,37,127.07593283,36.79740724,72.22,38.699,125.83,outlier_spike,127.07597931,36.79798251,670.09,89.82
2026-06-24T08:01:51+09:00,test_bus_001,school_to_asan_station_test,38,127.07621589,36.7979463,5.0,21.645,79.08,normal,127.07618298,36.79798632,688.27,89.82
2026-06-24T08:01:54+09:00,test_bus_001,school_to_asan_station_test,39,127.07644531,36.79800306,5.0,7.14,84.59,normal,127.07638835,36.79799016,706.61,89.82
2026-06-24T08:01:57+09:00,test_bus_001,school_to_asan_station_test,40,127.07666722,36.79799935,5.0,6.603,98.08,normal,127.07659782,36.79799406,725.3,89.82
2026-06-24T08:02:00+09:00,test_bus_001,school_to_asan_station_test,41,127.07680991,36.79807231,5.0,5.03,102.11,normal,127.07680874,36.79799799,744.13,89.82
2026-06-24T08:02:03+09:00,test_bus_001,school_to_asan_station_test,42,127.07700611,36.79803673,5.0,5.983,94.34,normal,127.07701814,36.79800189,762.82,89.82
2026-06-24T08:02:06+09:00,test_bus_001,school_to_asan_station_test,43,127.07728897,36.797972,5.0,8.748,94.63,normal,127.07722677,36.79800578,781.45,89.82
2026-06-24T08:02:09+09:00,test_bus_001,school_to_asan_station_test,44,127.07748391,36.79794704,5.0,5.872,81.54,normal,127.0774349,36.79800966,800.03,89.82
2026-06-24T08:02:12+09:00,test_bus_001,school_to_asan_station_test,45,127.07754872,36.79800229,5.0,2.809,94.85,normal,127.07763986,36.79801348,818.32,89.82
2026-06-24T08:02:15+09:00,test_bus_001,school_to_asan_station_test,46,127.07791412,36.79802109,5.0,10.892,101.23,normal,127.07784686,36.79801733,836.8,89.82
2026-06-24T08:02:18+09:00,test_bus_001,school_to_asan_station_test,47,127.0779837,36.79792914,5.0,3.982,124.01,normal,127.07804401,36.79799152,855.34,124.4
2026-06-24T08:02:21+09:00,test_bus_001,school_to_asan_station_test,48,127.0782384,36.79789721,5.0,7.668,109.93,normal,127.07822116,36.79789811,874.25,124.4
2026-06-24T08:02:24+09:00,test_bus_001,school_to_asan_station_test,49,127.0783939,36.79775847,5.0,6.909,129.09,normal,127.07839672,36.79780555,892.98,124.4
2026-06-24T08:02:27+09:00,test_bus_001,school_to_asan_station_test,50,127.07858523,36.79768242,5.0,6.349,115.14,normal,127.07856796,36.79771602,911.21,118.74
2026-06-24T08:02:30+09:00,test_bus_001,school_to_asan_station_test,51,127.0787156,36.79765252,5.0,4.033,116.57,normal,127.07876301,36.79765554,929.94,109.88
2026-06-24T08:02:33+09:00,test_bus_001,school_to_asan_station_test,52,127.07891663,36.79762354,5.0,6.075,96.27,normal,127.07896126,36.79760609,948.5,99.99
2026-06-24T08:02:36+09:00,test_bus_001,school_to_asan_station_test,53,127.07913127,36.79758983,5.0,6.506,79.95,normal,127.0791667,36.79759426,966.99,87.2
2026-06-24T08:02:39+09:00,test_bus_001,school_to_asan_station_test,54,127.07935151,36.79757238,5.0,6.583,94.23,normal,127.07937524,36.79761595,985.79,80.48
2026-06-24T08:02:42+09:00,test_bus_001,school_to_asan_station_test,55,127.07958556,36.79762229,5.0,7.203,84.64,normal,127.07958335,36.79764748,1004.68,83.14
2026-06-24T08:02:45+09:00,test_bus_001,school_to_asan_station_test,56,127.07978832,36.79766065,5.0,6.197,88.59,normal,127.07979316,36.79766869,1023.56,84.29
2026-06-24T08:02:48+09:00,test_bus_001,school_to_asan_station_test,57,127.08003307,36.79766825,5.0,7.286,81.66,normal,127.07999865,36.79768682,1042.01,85.69
2026-06-24T08:02:51+09:00,test_bus_001,school_to_asan_station_test,58,127.08019573,36.7976154,5.0,5.219,83.39,normal,127.08020598,36.79769856,1060.59,94.0
2026-06-24T08:02:54+09:00,test_bus_001,school_to_asan_station_test,59,127.08047538,36.79775045,5.0,9.704,93.86,normal,127.08041561,36.79769018,1079.32,95.6
2026-06-24T08:02:57+09:00,test_bus_001,school_to_asan_station_test,60,127.08065211,36.79768831,5.0,5.738,117.29,normal,127.08062656,36.79767667,1098.2,95.74
2026-06-24T08:03:00+09:00,test_bus_001,school_to_asan_station_test,61,127.08088229,36.79765017,5.0,6.991,95.52,normal,127.080832,36.79765397,1116.74,102.21
2026-06-24T08:03:03+09:00,test_bus_001,school_to_asan_station_test,62,127.08096446,36.79762799,5.0,2.578,96.91,normal,127.08103663,36.79762182,1135.35,102.21
2026-06-24T08:03:06+09:00,test_bus_001,school_to_asan_station_test,63,127.08117567,36.79756571,5.0,6.692,94.64,normal,127.08123882,36.79759004,1153.73,102.21
2026-06-24T08:03:09+09:00,test_bus_001,school_to_asan_station_test,64,127.08151565,36.79759155,5.0,10.159,100.51,normal,127.08144084,36.79755856,1172.1,100.56
2026-06-24T08:03:12+09:00,test_bus_001,school_to_asan_station_test,65,127.08171542,36.79753464,5.0,6.305,94.53,normal,127.08164917,36.79753078,1190.94,100.56
2026-06-24T08:03:15+09:00,test_bus_001,school_to_asan_station_test,66,127.08168583,36.79755952,5.0,1.273,92.72,normal,127.08161806,36.79753899,1209.92,99.98
2026-06-24T08:03:18+09:00,test_bus_001,school_to_asan_station_test,67,127.08181664,36.79748151,5.0,4.844,88.74,normal,127.08182438,36.7975132,1228.55,98.42
2026-06-24T08:03:21+09:00,test_bus_001,school_to_asan_station_test,68,127.08207489,36.79756818,5.0,8.325,82.78,normal,127.08203511,36.7974987,1247.45,92.57
2026-06-24T08:03:24+09:00,test_bus_001,school_to_asan_station_test,69,127.08227082,36.79747146,5.0,6.839,89.16,normal,127.08224501,36.7974945,1266.18,92.57
2026-06-24T08:03:27+09:00,test_bus_001,school_to_asan_station_test,70,127.08242643,36.79745879,5.0,4.653,92.55,normal,127.0824522,36.79749036,1284.68,92.21
2026-06-24T08:03:30+09:00,test_bus_001,school_to_asan_station_test,71,127.08262466,36.79749673,5.0,6.062,91.69,normal,127.08266214,36.79748758,1303.42,92.04
2026-06-24T08:03:33+09:00,test_bus_001,school_to_asan_station_test,72,127.08286535,36.79745202,5.0,7.349,88.01,normal,127.08287524,36.7974849,1322.44,92.04
2026-06-24T08:03:36+09:00,test_bus_001,school_to_asan_station_test,73,127.08311751,36.79750088,5.0,7.716,85.2,normal,127.08308411,36.79748228,1341.08,92.04
2026-06-24T08:03:39+09:00,test_bus_001,school_to_asan_station_test,74,127.08330107,36.79750675,5.0,5.465,80.36,normal,127.08329729,36.7974796,1360.11,92.04
2026-06-24T08:03:42+09:00,test_bus_001,school_to_asan_station_test,75,127.08352416,36.79745357,5.0,6.922,96.04,normal,127.08349921,36.79747706,1378.13,92.04
2026-06-24T08:03:45+09:00,test_bus_001,school_to_asan_station_test,76,127.08367781,36.7974088,5.0,4.862,80.65,normal,127.08371039,36.7974744,1396.98,92.04
2026-06-24T08:03:48+09:00,test_bus_001,school_to_asan_station_test,77,127.08392151,36.79748116,5.0,7.728,85.71,normal,127.08391959,36.79747177,1415.65,92.04
2026-06-24T08:03:51+09:00,test_bus_001,school_to_asan_station_test,78,127.08415786,36.79740935,5.0,7.516,91.98,normal,127.08412775,36.79746877,1434.23,92.44
2026-06-24T08:03:54+09:00,test_bus_001,school_to_asan_station_test,79,127.08428325,36.7974406,5.0,3.905,92.77,normal,127.08433694,36.79746497,1452.9,92.44
2026-06-24T08:03:57+09:00,test_bus_001,school_to_asan_station_test,80,127.08450232,36.79744679,5.0,6.521,99.49,normal,127.08454053,36.79746127,1471.08,92.44
2026-06-24T08:04:00+09:00,test_bus_001,school_to_asan_station_test,81,127.08472228,36.79748718,5.0,6.712,84.53,normal,127.08474888,36.79745748,1489.68,92.44
2026-06-24T08:04:03+09:00,test_bus_001,school_to_asan_station_test,82,127.08498123,36.797506,5.0,7.735,75.14,normal,127.08495878,36.79745366,1508.41,92.44
2026-06-24T08:04:06+09:00,test_bus_001,school_to_asan_station_test,83,127.08513547,36.79747001,5.0,4.777,91.02,normal,127.0851717,36.79744979,1527.42,92.44
2026-06-24T08:04:09+09:00,test_bus_001,school_to_asan_station_test,84,127.08539642,36.79742452,5.0,7.943,93.05,normal,127.08537924,36.79744602,1545.95,92.44
2026-06-24T08:04:12+09:00,test_bus_001,school_to_asan_station_test,85,127.08557799,36.79748423,5.0,5.835,94.22,normal,127.08558601,36.79744226,1564.41,92.44
2026-06-24T08:04:15+09:00,test_bus_001,school_to_asan_station_test,86,127.08580912,36.7974254,5.0,7.212,117.88,normal,127.08579362,36.79744,1582.94,121.3
2026-06-24T08:04:18+09:00,test_bus_001,school_to_asan_station_test,87,127.08593775,36.79735141,5.0,4.704,124.93,normal,127.08595749,36.79733751,1601.81,127.87
2026-06-24T08:04:21+09:00,test_bus_001,school_to_asan_station_test,88,127.08610554,36.79729267,5.0,5.444,166.67,normal,127.08609442,36.79721767,1620.54,160.58
2026-06-24T08:04:24+09:00,test_bus_001,school_to_asan_station_test,89,127.08610734,36.79710195,5.0,7.055,190.88,normal,127.08612303,36.7970589,1639.06,193.74
2026-06-24T08:04:27+09:00,test_bus_001,school_to_asan_station_test,90,127.08597539,36.79685902,5.0,9.806,192.3,normal,127.08606582,36.79689682,1657.84,205.39
2026-06-24T08:04:30+09:00,test_bus_001,school_to_asan_station_test,91,127.08596412,36.79674379,5.0,4.276,217.13,normal,127.08597989,36.79674338,1676.51,205.39
2026-06-24T08:04:33+09:00,test_bus_001,school_to_asan_station_test,92,127.08594668,36.79657167,5.0,6.388,194.47,normal,127.08593183,36.79657933,1695.39,188.67
2026-06-24T08:04:36+09:00,test_bus_001,school_to_asan_station_test,93,127.08704736,36.79699838,58.21,36.349,242.63,outlier_spike,127.08590472,36.7964142,1713.88,188.67
2026-06-24T08:04:39+09:00,test_bus_001,school_to_asan_station_test,94,127.08581019,36.79628843,5.0,45.212,191.04,normal,127.08587748,36.79624828,1732.45,188.67
2026-06-24T08:04:42+09:00,test_bus_001,school_to_asan_station_test,95,127.08583108,36.79610499,5.0,6.814,204.56,normal,127.08585026,36.79608249,1751.01,188.67
2026-06-24T08:04:45+09:00,test_bus_001,school_to_asan_station_test,96,127.08582598,36.79592873,5.0,6.521,187.91,normal,127.08581805,36.79591966,1769.31,191.12
2026-06-24T08:04:48+09:00,test_bus_001,school_to_asan_station_test,97,127.08574287,36.7957828,5.0,5.937,185.13,normal,127.0857817,36.79575349,1788.03,191.12
2026-06-24T08:04:51+09:00,test_bus_001,school_to_asan_station_test,98,127.08578179,36.7955687,5.0,8.004,193.25,normal,127.08577815,36.79558586,1806.74,189.9
2026-06-24T08:04:54+09:00,test_bus_001,school_to_asan_station_test,99,127.08571913,36.79546884,5.0,4.138,201.65,normal,127.08570511,36.7954312,1825.4,205.22
2026-06-24T08:04:57+09:00,test_bus_001,school_to_asan_station_test,100,127.0856089,36.79524274,5.0,8.983,197.46,normal,127.08562012,36.79527821,1843.99,200.57
2026-06-24T08:05:00+09:00,test_bus_001,school_to_asan_station_test,101,127.08557735,36.79514791,5.0,3.631,190.41,normal,127.08556112,36.79512036,1862.3,196.87
2026-06-24T08:05:03+09:00,test_bus_001,school_to_asan_station_test,102,127.08559191,36.79500564,5.0,5.28,177.78,normal,127.08555416,36.79495616,1880.85,174.89
2026-06-24T08:05:06+09:00,test_bus_001,school_to_asan_station_test,103,127.0856439,36.79476772,5.0,8.935,229.19,normal,127.0855591,36.79479425,1899.42,237.9
2026-06-24T08:05:09+09:00,test_bus_001,school_to_asan_station_test,104,127.08530508,36.79475568,5.0,10.089,242.48,normal,127.08538613,36.79470305,1917.88,237.9
2026-06-24T08:05:12+09:00,test_bus_001,school_to_asan_station_test,105,127.08520898,36.79462114,5.0,5.74,230.02,normal,127.08521172,36.79461109,1936.49,237.9
2026-06-24T08:05:15+09:00,test_bus_001,school_to_asan_station_test,106,127.08514552,36.79452488,5.0,4.03,238.66,normal,127.08503604,36.79451846,1955.24,237.9
2026-06-24T08:05:18+09:00,test_bus_001,school_to_asan_station_test,107,127.08488911,36.79444193,5.0,8.222,239.47,normal,127.08485702,36.79442407,1974.35,237.9
2026-06-24T08:05:21+09:00,test_bus_001,school_to_asan_station_test,108,127.08464601,36.79434813,5.0,8.021,251.07,normal,127.08468186,36.79433171,1993.04,237.9
2026-06-24T08:05:24+09:00,test_bus_001,school_to_asan_station_test,109,127.08456536,36.79429764,5.0,3.04,233.52,normal,127.0845065,36.79423925,2011.75,237.1
2026-06-24T08:05:27+09:00,test_bus_001,school_to_asan_station_test,110,127.08429364,36.79413509,5.0,10.074,234.68,normal,127.08433787,36.79414034,2030.39,234.29
2026-06-24T08:05:30+09:00,test_bus_001,school_to_asan_station_test,111,127.08422534,36.7939818,5.0,6.023,245.0,normal,127.08417479,36.79404201,2048.58,234.29
2026-06-24T08:05:33+09:00,test_bus_001,school_to_asan_station_test,112,127.08400094,36.79392572,5.0,6.991,227.2,normal,127.08400763,36.79394122,2067.22,234.29
2026-06-24T08:05:36+09:00,test_bus_001,school_to_asan_station_test,113,127.0837654,36.79386879,5.0,7.317,234.8,normal,127.08384029,36.79384032,2085.89,234.29
2026-06-24T08:05:39+09:00,test_bus_001,school_to_asan_station_test,114,127.08360558,36.79369508,5.0,7.993,235.57,normal,127.08366222,36.79374269,2105.13,237.92
2026-06-24T08:05:42+09:00,test_bus_001,school_to_asan_station_test,115,127.08356285,36.79364267,5.0,2.318,227.4,normal,127.08348783,36.79365082,2123.74,237.92
2026-06-24T08:05:45+09:00,test_bus_001,school_to_asan_station_test,116,127.08330156,36.79354837,5.0,8.52,219.05,normal,127.08331233,36.79355837,2142.46,237.92
2026-06-24T08:05:48+09:00,test_bus_001,school_to_asan_station_test,117,127.08313536,36.79345796,5.0,5.969,242.8,normal,127.08313759,36.79346632,2161.1,237.92
2026-06-24T08:05:51+09:00,test_bus_001,school_to_asan_station_test,118,127.08304724,36.79341755,5.0,3.018,236.04,normal,127.0829654,36.79337561,2179.47,237.92
2026-06-24T08:05:54+09:00,test_bus_001,school_to_asan_station_test,119,127.08273611,36.79337411,5.0,9.394,238.34,normal,127.08278801,36.79328217,2198.4,237.92
2026-06-24T08:05:57+09:00,test_bus_001,school_to_asan_station_test,120,127.0826126,36.79318777,5.0,7.811,238.63,normal,127.08261195,36.79318862,2217.23,237.24
2026-06-24T08:06:00+09:00,test_bus_001,school_to_asan_station_test,121,127.08242335,36.79304716,12.0,7.665,233.42,degraded_noise,127.08243674,36.79309391,2236.07,237.24
2026-06-24T08:06:03+09:00,test_bus_001,school_to_asan_station_test,122,127.08231338,36.79294471,12.0,5.006,154.25,degraded_noise,127.08231559,36.79298882,2254.51,159.24
2026-06-24T08:06:06+09:00,test_bus_001,school_to_asan_station_test,123,127.08240035,36.79280792,12.0,5.683,175.09,degraded_noise,127.0823891,36.79282842,2273.49,164.56
2026-06-24T08:06:09+09:00,test_bus_001,school_to_asan_station_test,124,127.08217821,36.79275444,12.0,6.898,173.28,degraded_noise,127.08244769,36.79267025,2291.81,164.56
2026-06-24T08:06:12+09:00,test_bus_001,school_to_asan_station_test,125,127.08224789,36.79247455,12.0,10.559,170.23,degraded_noise,127.08245624,36.79250571,2310.6,172.83
2026-06-24T08:06:15+09:00,test_bus_001,school_to_asan_station_test,126,127.08234699,36.79226935,12.0,8.143,167.83,degraded_noise,127.08248733,36.79233471,2329.78,175.6
2026-06-24T08:06:18+09:00,test_bus_001,school_to_asan_station_test,127,127.08267477,36.79224795,12.0,9.784,190.05,degraded_noise,127.0825,36.79216923,2348.19,181.15
2026-06-24T08:06:21+09:00,test_bus_001,school_to_asan_station_test,128,127.08256639,36.79191289,12.0,12.806,192.06,degraded_noise,127.08249135,36.79200326,2366.71,195.73
2026-06-24T08:06:24+09:00,test_bus_001,school_to_asan_station_test,129,127.08249047,36.79174209,12.0,6.709,200.73,degraded_noise,127.08243866,36.7918404,2385.38,195.73
2026-06-24T08:06:27+09:00,test_bus_001,school_to_asan_station_test,130,127.08236134,36.79164841,12.0,5.174,207.23,degraded_noise,127.08238481,36.79167919,2403.91,202.26
2026-06-24T08:06:30+09:00,test_bus_001,school_to_asan_station_test,131,127.08235657,36.79149698,12.0,5.603,210.37,degraded_noise,127.08231105,36.79152552,2422.19,202.26
2026-06-24T08:06:33+09:00,test_bus_001,school_to_asan_station_test,132,127.08212619,36.79141656,12.0,7.472,205.96,degraded_noise,127.08223642,36.79136837,2440.86,201.81
2026-06-24T08:06:36+09:00,test_bus_001,school_to_asan_station_test,133,127.08213184,36.79123919,12.0,6.563,193.05,degraded_noise,127.08216371,36.79121325,2459.26,201.81
2026-06-24T08:06:39+09:00,test_bus_001,school_to_asan_station_test,134,127.08217885,36.79104292,12.0,7.394,201.18,degraded_noise,127.08208531,36.79105641,2478.02,204.84
2026-06-24T08:06:42+09:00,test_bus_001,school_to_asan_station_test,135,127.08210954,36.79084891,12.0,7.467,188.79,degraded_noise,127.08200235,36.79090431,2496.45,198.65
2026-06-24T08:06:45+09:00,test_bus_001,school_to_asan_station_test,136,127.08176676,36.79079145,12.0,10.417,194.88,degraded_noise,127.08192492,36.79074485,2515.47,203.85
2026-06-24T08:06:48+09:00,test_bus_001,school_to_asan_station_test,137,127.08203112,36.79042404,12.0,15.702,196.86,degraded_noise,127.08185,36.79059,2533.94,184.98
2026-06-24T08:06:51+09:00,test_bus_001,school_to_asan_station_test,138,127.08185755,36.7904155,12.0,5.174,181.17,degraded_noise,127.08183608,36.790423,2552.51,184.98
2026-06-24T08:06:54+09:00,test_bus_001,school_to_asan_station_test,139,127.08187746,36.79025109,12.0,6.11,185.46,degraded_noise,127.08183715,36.79025349,2571.36,177.74
2026-06-24T08:06:57+09:00,test_bus_001,school_to_asan_station_test,140,127.08186059,36.79010075,12.0,5.584,167.9,degraded_noise,127.08184938,36.79008837,2589.71,170.44
2026-06-24T08:07:00+09:00,test_bus_001,school_to_asan_station_test,141,127.08188631,36.7899484,12.0,5.687,156.81,degraded_noise,127.08189267,36.78992354,2608.42,168.78
2026-06-24T08:07:03+09:00,test_bus_001,school_to_asan_station_test,142,127.08181479,36.78981782,12.0,5.278,163.64,degraded_noise,127.08195222,36.78975974,2627.39,162.44
2026-06-24T08:07:06+09:00,test_bus_001,school_to_asan_station_test,143,127.08200685,36.78960742,12.0,9.655,159.51,degraded_noise,127.08202543,36.78960622,2645.65,157.07
2026-06-24T08:07:09+09:00,test_bus_001,school_to_asan_station_test,144,127.08205804,36.78938842,12.0,8.243,158.44,degraded_noise,127.08211089,36.7894524,2664.35,157.07
2026-06-24T08:07:12+09:00,test_bus_001,school_to_asan_station_test,145,127.08209597,36.7893296,12.0,2.451,145.6,degraded_noise,127.08219543,36.78929808,2683.06,157.52
2026-06-24T08:07:15+09:00,test_bus_001,school_to_asan_station_test,146,127.08238282,36.78918254,12.0,10.12,159.31,degraded_noise,127.08228002,36.78914255,2701.9,157.52
2026-06-24T08:07:18+09:00,test_bus_001,school_to_asan_station_test,147,127.08245814,36.78912765,12.0,3.024,164.62,degraded_noise,127.08236243,36.78899101,2720.25,157.52
2026-06-24T08:07:21+09:00,test_bus_001,school_to_asan_station_test,148,127.08226176,36.78873289,12.0,15.728,156.68,degraded_noise,127.08244476,36.78883964,2738.59,161.05
2026-06-24T08:07:24+09:00,test_bus_001,school_to_asan_station_test,149,127.0826127,36.78910384,62.79,17.242,87.76,outlier_spike,127.08251892,36.78868219,2757.37,138.56
2026-06-24T08:07:27+09:00,test_bus_001,school_to_asan_station_test,150,127.08278276,36.78894741,70.74,7.686,118.49,outlier_spike,127.08262557,36.78854077,2776.09,161.29
2026-06-24T08:07:30+09:00,test_bus_001,school_to_asan_station_test,151,127.08255683,36.78830502,12.0,24.694,151.83,degraded_noise,127.08269678,36.78838217,2794.8,161.29
2026-06-24T08:07:33+09:00,test_bus_001,school_to_asan_station_test,152,127.08266756,36.78830723,12.0,3.295,154.65,degraded_noise,127.08276807,36.78822338,2813.53,161.29
2026-06-24T08:07:36+09:00,test_bus_001,school_to_asan_station_test,153,127.08310313,36.78811105,12.0,14.852,162.36,degraded_noise,127.08283874,36.78806677,2832.02,161.07
2026-06-24T08:07:39+09:00,test_bus_001,school_to_asan_station_test,154,127.08290767,36.78812241,12.0,5.83,63.8,degraded_noise,127.08299562,36.78806701,2850.73,67.83
2026-06-24T08:07:42+09:00,test_bus_001,school_to_asan_station_test,155,127.08319537,36.78834158,12.0,11.79,67.16,degraded_noise,127.08318824,36.78813379,2869.45,67.83
2026-06-24T08:07:45+09:00,test_bus_001,school_to_asan_station_test,156,127.08349567,36.78814456,12.0,11.53,67.59,degraded_noise,127.08337838,36.78819971,2887.93,67.83
2026-06-24T08:07:48+09:00,test_bus_001,school_to_asan_station_test,157,127.0836548,36.78824651,5.0,6.053,79.84,normal,127.08357489,36.78826783,2907.03,67.15
2026-06-24T08:07:51+09:00,test_bus_001,school_to_asan_station_test,158,127.08379753,36.7883197,5.0,5.036,70.12,normal,127.08376532,36.78833946,2925.79,65.7
2026-06-24T08:07:54+09:00,test_bus_001,school_to_asan_station_test,159,127.08399413,36.7884337,5.0,7.211,54.7,normal,127.08395111,36.78841058,2944.16,65.7
2026-06-24T08:07:57+09:00,test_bus_001,school_to_asan_station_test,160,127.08410904,36.78847398,5.0,3.729,65.17,normal,127.08414139,36.78848343,2962.97,65.7
2026-06-24T08:08:00+09:00,test_bus_001,school_to_asan_station_test,161,127.08435537,36.7885616,5.0,8.013,56.35,normal,127.08432772,36.78855475,2981.39,65.7
